Plan/Actual/Variance	Current data (20.02.2025 17:15:24)
	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	2024	2024	2024	2024	2025	2025	2025	2025	2026	2026	2026	2026	2027 and Following	2027 and Following	2027 and Following	2027 and Following	Overall values	Overall values	Overall values	Overall values
Object	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %	Plan	Actual	Variance	Var %
Displayed in	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1	1 INR	1 INR	1 INR	1
**  WBS NL-N-TS2-002-06-65         Design Engg manufact	                  0	          189852926	         -189852926	                  0	                  0	          189447683	         -189447683	                  0	                  0	             405243	            -405243	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          189852926	         -189852926	                  0
**  WBS NL-N-TS2-002-06-66         Purchase of Metso DN	                  0	            9209900	           -9209900	                  0	                  0	                  0	                  0	                  0	                  0	            9209900	           -9209900	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            9209900	           -9209900	                  0
**  WBS NL-N-TS2-002-06-67         Purchase of Temperat	                  0	            2102551	           -2102551	                  0	                  0	                  0	                  0	                  0	                  0	            2102551	           -2102551	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2102551	           -2102551	                  0
**  WBS NL-N-TS2-002-06-68         Purchase of Metso DN	                  0	           31964172	          -31964172	                  0	                  0	                  0	                  0	                  0	                  0	           31964172	          -31964172	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           31964172	          -31964172	                  0
*** WBS NL-N-TS2-002-07            LHS MAINTENANCE	           36800000	          648105471	         -611305471	            -1661.2	                  0	          621315736	         -621315736	                  0	           36800000	           26789735	           10010265	               27.2	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           36800000	          648105471	         -611305471	            -1661.2
**  WBS NL-N-TS2-002-07-01         CONVEYORS AND SYSTEM	           36800000	           20412230	           16387770	               44.5	                  0	           20246204	          -20246204	                  0	           36800000	             166026	           36633974	               99.5	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           36800000	           20412230	           16387770	               44.5
**  WBS NL-N-TS2-002-07-02         LIGNITE YARD RAILS R	                  0	           26848891	          -26848891	                  0	                  0	           26848891	          -26848891	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           26848891	          -26848891	                  0
**  WBS NL-N-TS2-002-07-03         BELT EQUIPMENT SYSTE	                  0	             705000	            -705000	                  0	                  0	             705000	            -705000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             705000	            -705000	                  0
**  WBS NL-N-TS2-002-07-04         Replacement of Two R	                  0	          549498102	         -549498102	                  0	                  0	          549498102	         -549498102	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          549498102	         -549498102	                  0
**  WBS NL-N-TS2-002-07-05         Vacuum Cleaners for	                  0	            1803474	           -1803474	                  0	                  0	            1803474	           -1803474	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1803474	           -1803474	                  0
**  WBS NL-N-TS2-002-07-06         Vulcanizing Equipmen	                  0	            6071696	           -6071696	                  0	                  0	            6071696	           -6071696	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            6071696	           -6071696	                  0
**  WBS NL-N-TS2-002-07-07         Various Idlers	                  0	           10289088	          -10289088	                  0	                  0	                  0	                  0	                  0	                  0	           10289088	          -10289088	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           10289088	          -10289088	                  0
**  WBS NL-N-TS2-002-07-08         Cam Shafts	                  0	            4196352	           -4196352	                  0	                  0	                  0	                  0	                  0	                  0	            4196352	           -4196352	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4196352	           -4196352	                  0
**  WBS NL-N-TS2-002-07-09         Structural Repair Wo	                  0	            9221777	           -9221777	                  0	                  0	            9221777	           -9221777	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            9221777	           -9221777	                  0
**  WBS NL-N-TS2-002-07-10         Compressor for DSS s	                  0	            4496421	           -4496421	                  0	                  0	            4496421	           -4496421	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4496421	           -4496421	                  0
**  WBS NL-N-TS2-002-07-11         Rack for Shuttle Con	                  0	             810662	            -810662	                  0	                  0	             810662	            -810662	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             810662	            -810662	                  0
**  WBS NL-N-TS2-002-07-12         Bunker Grill_size240	                  0	            1613507	           -1613507	                  0	                  0	            1613507	           -1613507	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1613507	           -1613507	                  0
**  WBS NL-N-TS2-002-07-13         Gear Box Spares	                  0	            8197748	           -8197748	                  0	                  0	                  0	                  0	                  0	                  0	            8197748	           -8197748	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            8197748	           -8197748	                  0
**  WBS NL-N-TS2-002-07-14         Hydraulic Cylinders	                  0	            1580114	           -1580114	                  0	                  0	                  0	                  0	                  0	                  0	            1580114	           -1580114	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1580114	           -1580114	                  0
**  WBS NL-N-TS2-002-07-16         Structural repair Wo	                  0	            1990057	           -1990057	                  0	                  0	                  0	                  0	                  0	                  0	            1990057	           -1990057	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1990057	           -1990057	                  0
**  WBS NL-N-TS2-002-07-20         PROCUREMENT-STACKER	                  0	             370350	            -370350	                  0	                  0	                  0	                  0	                  0	                  0	             370350	            -370350	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             370350	            -370350	                  0
*** WBS NL-N-TS2-002-08            TURBINE MAINTENANCE	          868040790	          190443288	          677597501	               78.1	                  0	          130380509	         -130380509	                  0	          868040790	           60062779	          807978010	               93.1	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          868040790	          190443288	          677597501	               78.1
**  WBS NL-N-TS2-002-08-01         MAIN TURBINE	          868040790	           34961184	          833079606	               96.0	                  0	            5126155	           -5126155	                  0	          868040790	           29835029	          838205761	               96.6	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          868040790	           34961184	          833079606	               96.0
*   WBS NL-N-TS2-002-08-01-01      HP Module Purchase	          868040790	                  0	          868040790	              100.0	                  0	                  0	                  0	                  0	          868040790	                  0	          868040790	              100.0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          868040790	                  0	          868040790	              100.0
*   WBS NL-N-TS2-002-08-01-04      Turbine Gov system I	                  0	            2009824	           -2009824	                  0	                  0	            2009824	           -2009824	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2009824	           -2009824	                  0
*   WBS NL-N-TS2-002-08-01-05      Turbine fasteners &	                  0	            1547158	           -1547158	                  0	                  0	            1547158	           -1547158	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1547158	           -1547158	                  0
*   WBS NL-N-TS2-002-08-01-11      Clam pie T lp rotor	                  0	            5224129	           -5224129	                  0	                  0	                  0	                  0	                  0	                  0	            5224129	           -5224129	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5224129	           -5224129	                  0
*   WBS NL-N-TS2-002-08-01-18      Helical com spring f	                  0	            1232753	           -1232753	                  0	                  0	            1232753	           -1232753	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1232753	           -1232753	                  0
*   WBS NL-N-TS2-002-08-01-19      IP Plane fastener GS	                  0	           15362860	          -15362860	                  0	                  0	                  0	                  0	                  0	                  0	           15362860	          -15362860	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           15362860	          -15362860	                  0
*   WBS NL-N-TS2-002-08-01-20      Spares for main Turb	                  0	            5368078	           -5368078	                  0	                  0	             315606	            -315606	                  0	                  0	            5052471	           -5052471	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            5368078	           -5368078	                  0
*   WBS NL-N-TS2-002-08-01-22      Planetary unit sub a	                  0	             726500	            -726500	                  0	                  0	                  0	                  0	                  0	                  0	             726500	            -726500	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             726500	            -726500	                  0
*   WBS NL-N-TS2-002-08-01-23      Portable single phas	                  0	              20814	             -20814	                  0	                  0	              20814	             -20814	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	              20814	             -20814	                  0
*   WBS NL-N-TS2-002-08-01-26      Boll &Kirch Filter E	                  0	            3469068	           -3469068	                  0	                  0	                  0	                  0	                  0	                  0	            3469068	           -3469068	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3469068	           -3469068	                  0
**  WBS NL-N-TS2-002-08-02         BOILER FEED PUMP	                  0	           31279312	          -31279312	                  0	                  0	           13935099	          -13935099	                  0	                  0	           17344213	          -17344213	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           31279312	          -31279312	                  0
*   WBS NL-N-TS2-002-08-02-02       CWP impellers & brg	                  0	            3442521	           -3442521	                  0	                  0	            3442521	           -3442521	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3442521	           -3442521	                  0
*   WBS NL-N-TS2-002-08-02-09      CWP impellers & bear	                  0	            3280820	           -3280820	                  0	                  0	            3280820	           -3280820	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3280820	           -3280820	                  0
*   WBS NL-N-TS2-002-08-02-20      Chlorination Plant S	                  0	             817691	            -817691	                  0	                  0	             817691	            -817691	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             817691	            -817691	                  0
*   WBS NL-N-TS2-002-08-02-21      BFP Wear rings for s	                  0	            1123783	           -1123783	                  0	                  0	                  0	                  0	                  0	                  0	            1123783	           -1123783	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1123783	           -1123783	                  0
*   WBS NL-N-TS2-002-08-02-23      Boiler Feed Pump Wea	                  0	             602616	            -602616	                  0	                  0	             353248	            -353248	                  0	                  0	             249367	            -249367	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             602616	            -602616	                  0
*   WBS NL-N-TS2-002-08-02-25      Spares for BFP 6WC-1	                  0	            2325187	           -2325187	                  0	                  0	            2325187	           -2325187	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2325187	           -2325187	                  0
*   WBS NL-N-TS2-002-08-02-26      Spares for BFP FK6D3	                  0	            2374297	           -2374297	                  0	                  0	            2374297	           -2374297	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2374297	           -2374297	                  0
*   WBS NL-N-TS2-002-08-02-27      Spares for st-I BFP	                  0	            2726139	           -2726139	                  0	                  0	                  0	                  0	                  0	                  0	            2726139	           -2726139	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2726139	           -2726139	                  0
*   WBS NL-N-TS2-002-08-02-28      Spares for BFP Thrus	                  0	            2237304	           -2237304	                  0	                  0	            1341334	           -1341334	                  0	                  0	             895970	            -895970	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2237304	           -2237304	                  0
*   WBS NL-N-TS2-002-08-02-29      BFP Type 6WC 137/C "	                  0	            4459356	           -4459356	                  0	                  0	                  0	                  0	                  0	                  0	            4459356	           -4459356	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            4459356	           -4459356	                  0
*   WBS NL-N-TS2-002-08-02-30      BFP Mech seals Spare	                  0	            2423959	           -2423959	                  0	                  0	                  0	                  0	                  0	                  0	            2423959	           -2423959	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2423959	           -2423959	                  0
*   WBS NL-N-TS2-002-08-02-31      Duplex Filter for St	                  0	             606015	            -606015	                  0	                  0	                  0	                  0	                  0	                  0	             606015	            -606015	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             606015	            -606015	                  0
*   WBS NL-N-TS2-002-08-02-32      BFP TYPE FK 6D 30 IM	                  0	            1248485	           -1248485	                  0	                  0	                  0	                  0	                  0	                  0	            1248485	           -1248485	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1248485	           -1248485	                  0
*   WBS NL-N-TS2-002-08-02-34      BRG Bracket/Lantern	                  0	            2386299	           -2386299	                  0	                  0	                  0	                  0	                  0	                  0	            2386299	           -2386299	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2386299	           -2386299	                  0
*   WBS NL-N-TS2-002-08-02-37      Finostos B Bearing a	                  0	            1224839	           -1224839	                  0	                  0	                  0	                  0	                  0	                  0	            1224839	           -1224839	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1224839	           -1224839	                  0
**  WBS NL-N-TS2-002-08-03         PIPING & VALVES	                  0	            8483263	           -8483263	                  0	                  0	             885455	            -885455	                  0	                  0	            7597809	           -7597809	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            8483263	           -8483263	                  0
*   WBS NL-N-TS2-002-08-03-01      Hand operated valves	                  0	              56050	             -56050	                  0	                  0	              56050	             -56050	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	              56050	             -56050	                  0
*   WBS NL-N-TS2-002-08-03-02      MOV	                  0	             418924	            -418924	                  0	                  0	             418924	            -418924	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             418924	            -418924	                  0
*   WBS NL-N-TS2-002-08-03-03      PCV	                  0	             350862	            -350862	                  0	                  0	             350862	            -350862	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             350862	            -350862	                  0
*   WBS NL-N-TS2-002-08-03-06      Pipes	                  0	              59619	             -59619	                  0	                  0	              59619	             -59619	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	              59619	             -59619	                  0
*   WBS NL-N-TS2-002-08-03-08      Bore Well Pipes Repl	                  0	            7597809	           -7597809	                  0	                  0	                  0	                  0	                  0	                  0	            7597809	           -7597809	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            7597809	           -7597809	                  0
**  WBS NL-N-TS2-002-08-04         AC PLANT	                  0	            9330189	           -9330189	                  0	                  0	            7675958	           -7675958	                  0	                  0	            1654231	           -1654231	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            9330189	           -9330189	                  0
*   WBS NL-N-TS2-002-08-04-02      AC Plant Pumps Spare	                  0	            3698449	           -3698449	                  0	                  0	            3698449	           -3698449	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            3698449	           -3698449	                  0
*   WBS NL-N-TS2-002-08-04-04      Accel 4-100 compress	                  0	            1654231	           -1654231	                  0	                  0	                  0	                  0	                  0	                  0	            1654231	           -1654231	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1654231	           -1654231	                  0
*   WBS NL-N-TS2-002-08-04-07      Air washer unit repl	                  0	            2980261	           -2980261	                  0	                  0	            2980261	           -2980261	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2980261	           -2980261	                  0
*   WBS NL-N-TS2-002-08-04-08      Kirloskar make KC6 C	                  0	             666848	            -666848	                  0	                  0	             666848	            -666848	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             666848	            -666848	                  0
*   WBS NL-N-TS2-002-08-04-09      Rep of Unit-2 Air wa	                  0	             330400	            -330400	                  0	                  0	             330400	            -330400	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             330400	            -330400	                  0
**  WBS NL-N-TS2-002-08-05         MAIN TURBINE CONTRAC	                  0	          106389341	         -106389341	                  0	                  0	          102757843	         -102757843	                  0	                  0	            3631497	           -3631497	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          106389341	         -106389341	                  0
*   WBS NL-N-TS2-002-08-05-01      LEP Works : U-4	                  0	           19059360	          -19059360	                  0	                  0	           19059360	          -19059360	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           19059360	          -19059360	                  0
*   WBS NL-N-TS2-002-08-05-02      U-4 CONDITION ASSESS	                  0	            2891000	           -2891000	                  0	                  0	            2891000	           -2891000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2891000	           -2891000	                  0
*   WBS NL-N-TS2-002-08-05-03      U-2 WORKS CONTRACTS	                  0	           76702122	          -76702122	                  0	                  0	           76702122	          -76702122	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	           76702122	          -76702122	                  0
*   WBS NL-N-TS2-002-08-05-04      U-2 CONDITION ASSESS	                  0	            1355962	           -1355962	                  0	                  0	            1355962	           -1355962	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1355962	           -1355962	                  0
*   WBS NL-N-TS2-002-08-05-05      U-2 INSULATION CONTR	                  0	            1274400	           -1274400	                  0	                  0	            1274400	           -1274400	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1274400	           -1274400	                  0
*   WBS NL-N-TS2-002-08-05-07      Unit-4 Insulation Wo	                  0	            1475000	           -1475000	                  0	                  0	            1475000	           -1475000	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1475000	           -1475000	                  0
*   WBS NL-N-TS2-002-08-05-09      Unit-6 Condition ass	                  0	            1825460	           -1825460	                  0	                  0	                  0	                  0	                  0	                  0	            1825460	           -1825460	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1825460	           -1825460	                  0
*   WBS NL-N-TS2-002-08-05-19      Duromar coating on c	                  0	            1806037	           -1806037	                  0	                  0	                  0	                  0	                  0	                  0	            1806037	           -1806037	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            1806037	           -1806037	                  0
*** WBS NL-N-TS2-002-09            WCTP	            2778386	          145181493	         -142403107	            -5125.4	                  0	          140672714	         -140672714	                  0	            2778386	            4508779	           -1730393	              -62.3	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2778386	          145181493	         -142403107	            -5125.4
**  WBS NL-N-TS2-002-09-01         UV Spectrophotometer	            2778386	                  0	            2778386	              100.0	                  0	                  0	                  0	                  0	            2778386	                  0	            2778386	              100.0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	            2778386	                  0	            2778386	              100.0
**  WBS NL-N-TS2-002-09-02         Portable Dissolved O	                  0	             612018	            -612018	                  0	                  0	             612018	            -612018	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	             612018	            -612018	                  0
**  WBS NL-N-TS2-002-09-03         CW Treatment System	                  0	          143925726	         -143925726	                  0	                  0	          140060697	         -140060697	                  0	                  0	            3865029	           -3865029	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	                  0	          143925726	         -143925726	                  0
